Date,Price,Open,High,Low,Change %,
8-Oct-91,1.201,1.2007,1.2212,1.2007,-1.52%,TRUE
7-Oct-91,1.2195,1.2192,1.2308,1.2172,-0.11%,TRUE
4-Oct-91,1.2209,1.2207,1.2333,1.2147,-0.84%,TRUE
3-Oct-91,1.2313,1.2308,1.2341,1.2268,0.23%,TRUE
2-Oct-91,1.2285,1.2282,1.2334,1.2267,0.08%,TRUE
1-Oct-91,1.2275,1.2272,1.2294,1.225,-0.03%,TRUE
30-Sep-91,1.2279,1.2277,1.2342,1.2271,0.15%,TRUE
27-Sep-91,1.226,1.2257,1.2262,1.2094,0.99%,TRUE
26-Sep-91,1.214,1.2137,1.222,1.2116,-0.42%,TRUE
25-Sep-91,1.2191,1.2186,1.2213,1.212,0.51%,TRUE
24-Sep-91,1.2129,1.2127,1.2305,1.2118,-0.87%,TRUE
23-Sep-91,1.2235,1.2232,1.2269,1.2177,0.66%,TRUE
20-Sep-91,1.2155,1.2152,1.218,1.205,0.16%,TRUE
19-Sep-91,1.2136,1.2131,1.2175,1.2097,-0.19%,TRUE
18-Sep-91,1.2159,1.2157,1.2241,1.2082,-0.70%,TRUE
17-Sep-91,1.2245,1.2242,1.2285,1.2207,0.16%,TRUE
16-Sep-91,1.2225,1.222,1.2263,1.2102,0.63%,TRUE
13-Sep-91,1.2149,1.2147,1.22,1.208,-0.05%,TRUE
12-Sep-91,1.2155,1.2152,1.222,1.2115,0.09%,TRUE
11-Sep-91,1.2144,1.2142,1.2144,1.2025,0.24%,TRUE
10-Sep-91,1.2115,1.2112,1.2163,1.207,0.06%,TRUE
9-Sep-91,1.2108,1.2103,1.2144,1.1839,1.07%,TRUE
6-Sep-91,1.198,1.1977,1.198,1.1792,1.36%,TRUE
5-Sep-91,1.1819,1.1814,1.1833,1.1797,-0.08%,TRUE
4-Sep-91,1.1829,1.1827,1.185,1.18,-0.05%,TRUE
3-Sep-91,1.1835,1.1832,1.1835,1.1767,0.57%,TRUE
2-Sep-91,1.1768,1.1765,1.178,1.1742,0.11%,TRUE
30-Aug-91,1.1755,1.1752,1.1825,1.1712,-0.20%,TRUE
29-Aug-91,1.1778,1.1775,1.1879,1.1681,-0.30%,TRUE
28-Aug-91,1.1814,1.1812,1.1839,1.1668,0.63%,TRUE
27-Aug-91,1.174,1.1735,1.1784,1.1721,-0.09%,TRUE
26-Aug-91,1.175,1.1745,1.1772,1.1712,0.09%,TRUE
23-Aug-91,1.174,1.1737,1.1862,1.1675,-0.89%,TRUE
22-Aug-91,1.1845,1.1842,1.1895,1.1721,0.30%,TRUE
21-Aug-91,1.181,1.1807,1.1829,1.1356,3.23%,TRUE
20-Aug-91,1.144,1.1437,1.1468,1.1264,1.44%,TRUE
19-Aug-91,1.1278,1.1273,1.1665,1.1264,-3.00%,TRUE
16-Aug-91,1.1627,1.1622,1.183,1.1622,-0.84%,TRUE
15-Aug-91,1.1725,1.172,1.19,1.1702,-0.63%,TRUE
14-Aug-91,1.1799,1.1797,1.1902,1.1775,-0.30%,TRUE
13-Aug-91,1.1835,1.1832,1.1911,1.1822,-0.41%,TRUE
12-Aug-91,1.1884,1.1879,1.1907,1.1815,0.20%,TRUE
9-Aug-91,1.186,1.1857,1.198,1.1837,-0.62%,TRUE
8-Aug-91,1.1934,1.1932,1.2056,1.1882,-0.46%,TRUE
7-Aug-91,1.1989,1.1987,1.2001,1.1916,-0.05%,TRUE
6-Aug-91,1.1995,1.1992,1.2014,1.1941,0.36%,TRUE
5-Aug-91,1.1952,1.1947,1.1956,1.1806,1.34%,TRUE
2-Aug-91,1.1794,1.1789,1.1844,1.1615,0.80%,TRUE
1-Aug-91,1.17,1.1697,1.1782,1.1667,-0.63%,TRUE
31-Jul-91,1.1774,1.1772,1.1804,1.169,0.68%,TRUE
30-Jul-91,1.1694,1.1692,1.1795,1.1687,-0.43%,TRUE
29-Jul-91,1.1744,1.1742,1.1763,1.1688,-0.25%,TRUE
26-Jul-91,1.1774,1.1772,1.1854,1.1657,0.79%,TRUE
25-Jul-91,1.1682,1.1677,1.182,1.1632,-1.29%,TRUE
24-Jul-91,1.1835,1.1832,1.1858,1.1688,1.21%,TRUE
23-Jul-91,1.1694,1.1689,1.173,1.1596,0.34%,TRUE
22-Jul-91,1.1654,1.1652,1.1795,1.1647,-0.94%,TRUE
19-Jul-91,1.1764,1.1762,1.1775,1.1572,1.51%,TRUE
18-Jul-91,1.1589,1.1584,1.1635,1.1468,1.05%,TRUE
17-Jul-91,1.1469,1.1467,1.1502,1.1406,0.50%,TRUE
16-Jul-91,1.1412,1.1409,1.1482,1.1402,-0.54%,TRUE
15-Jul-91,1.1474,1.1469,1.1492,1.1435,-0.09%,TRUE
12-Jul-91,1.1484,1.1482,1.1513,1.1177,2.44%,TRUE
11-Jul-91,1.121,1.1207,1.1357,1.1187,-1.10%,TRUE
10-Jul-91,1.1335,1.133,1.1362,1.1265,0.27%,TRUE
9-Jul-91,1.1305,1.1302,1.1353,1.1297,-0.52%,TRUE
8-Jul-91,1.1364,1.1362,1.138,1.128,0.89%,TRUE
5-Jul-91,1.1264,1.1259,1.1267,1.116,0.48%,TRUE
4-Jul-91,1.121,1.1205,1.1253,1.119,-0.21%,TRUE
3-Jul-91,1.1234,1.1229,1.1295,1.12,0.22%,TRUE
2-Jul-91,1.1209,1.1204,1.128,1.1177,-0.33%,TRUE
1-Jul-91,1.1246,1.1241,1.1375,1.1227,-0.96%,TRUE
28-Jun-91,1.1355,1.1352,1.1442,1.13,-0.65%,TRUE
27-Jun-91,1.1429,1.1427,1.1498,1.1385,-0.52%,TRUE
26-Jun-91,1.1489,1.1484,1.1517,1.1409,0.38%,TRUE
25-Jun-91,1.1445,1.144,1.1536,1.139,-0.64%,TRUE
24-Jun-91,1.1519,1.1517,1.1534,1.1287,1.18%,TRUE
21-Jun-91,1.1385,1.1382,1.1452,1.1362,-0.52%,TRUE
20-Jun-91,1.1444,1.1442,1.1545,1.1409,-0.05%,TRUE
19-Jun-91,1.145,1.1447,1.1479,1.126,1.28%,TRUE
18-Jun-91,1.1305,1.13,1.1442,1.13,-1.21%,TRUE
17-Jun-91,1.1444,1.1442,1.1452,1.1397,0.13%,TRUE
14-Jun-91,1.1429,1.1427,1.1504,1.139,-0.10%,TRUE
13-Jun-91,1.1441,1.1436,1.1508,1.1381,-0.51%,TRUE
12-Jun-91,1.15,1.1495,1.1615,1.1472,-0.82%,TRUE
11-Jun-91,1.1595,1.1592,1.1662,1.1569,-0.42%,TRUE
10-Jun-91,1.1644,1.1642,1.165,1.1578,0.21%,TRUE
7-Jun-91,1.162,1.1617,1.1745,1.1597,-1.09%,TRUE
6-Jun-91,1.1748,1.1743,1.178,1.172,-0.31%,TRUE
5-Jun-91,1.1784,1.1782,1.1822,1.172,-0.11%,TRUE
4-Jun-91,1.1797,1.1792,1.1839,1.1723,0.18%,TRUE
3-Jun-91,1.1776,1.1771,1.184,1.1702,-0.24%,TRUE
31-May-91,1.1804,1.1802,1.1971,1.1792,-1.21%,TRUE
30-May-91,1.1949,1.1947,1.2033,1.1924,-0.21%,TRUE
29-May-91,1.1974,1.1972,1.2132,1.1952,-1.11%,TRUE
28-May-91,1.2109,1.2107,1.2125,1.1977,0.53%,TRUE
27-May-91,1.2045,1.2043,1.2087,1.203,-0.04%,TRUE
24-May-91,1.205,1.2047,1.2052,1.1967,0.58%,TRUE
23-May-91,1.198,1.1977,1.2007,1.1877,0.39%,TRUE
22-May-91,1.1934,1.1932,1.1993,1.1912,-0.46%,TRUE
21-May-91,1.1989,1.1984,1.2026,1.1855,0.79%,TRUE
20-May-91,1.1895,1.189,1.1985,1.1677,-0.04%,TRUE
17-May-91,1.19,1.1895,1.2129,1.1895,-1.93%,TRUE
16-May-91,1.2134,1.2132,1.2207,1.2108,-0.61%,TRUE
15-May-91,1.2208,1.2203,1.2229,1.209,0.56%,TRUE
14-May-91,1.214,1.2137,1.2159,1.1942,1.08%,TRUE
13-May-91,1.201,1.2005,1.2057,1.1913,0.52%,TRUE
10-May-91,1.1948,1.1943,1.2004,1.186,-0.43%,TRUE
9-May-91,1.2,1.1995,1.2002,1.1793,-0.02%,TRUE
